电影名称,电影图片,电影排名,电影评分,电影作者
大佛普拉斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,203,8.7,"
                            导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...
                            2017 / 中国台湾 / 剧情 喜剧
                        "
源代码,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,204,8.6,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 科幻 悬疑 惊悚
                        "
疯狂的麦克斯4：狂暴之路,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,205,8.7,"
                            导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...
                            2015 / 澳大利亚 美国 / 动作 科幻 冒险
                        "
你看起来好像很好吃,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,206,8.9,"
                            导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...
                            2010 / 日本 / 剧情 动画 儿童
                        "
贫民窟的百万富翁,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,207,8.6,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 / 剧情 爱情
                        "
花束般的恋爱,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg,208,8.6,"
                            导演: 土井裕泰 Nobuhiro Doi   主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu...
                            2021 / 日本 / 剧情 爱情
                        "
可可西里,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,209,8.9,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 中国香港 / 剧情 犯罪
                        "
城市之光,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,210,9.3,"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...
                            1931 / 美国 / 喜剧 剧情 爱情
                        "
波西米亚狂想曲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,211,8.6,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...
                            2018 / 英国 美国 / 剧情 传记 同性 音乐
                        "
东邪西毒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,212,8.6,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
                            1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装
                        "
白日梦想家,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893896472.jpg,213,8.6,"
                            导演: 本·斯蒂勒 Ben Stiller   主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·...
                            2013 / 美国 英国 / 剧情 喜剧 冒险
                        "
爆裂鼓手,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2915975989.jpg,214,8.6,"
                            导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐
                        "
青蛇,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2923862788.jpg,215,8.6,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装
                        "
爱乐之城,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2901105952.jpg,216,8.4,"
                            导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2016 / 美国 / 剧情 爱情 歌舞
                        "
哈利·波特与死亡圣器(上),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456984.jpg,217,8.6,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2010 / 英国 美国 / 奇幻 冒险
                        "
黑天鹅,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,218,8.6,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚
                        "
无耻混蛋,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,219,8.7,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / ...
                            2009 / 德国 美国 / 剧情 犯罪
                        "
终结者2：审判日,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,220,8.8,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻
                        "
大红灯笼高高挂,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1254404823.jpg,221,8.8,"
                            导演: 张艺谋 Yimou Zhang   主演: 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛...
                            1991 / 中国大陆 中国香港 中国台湾 / 剧情
                        "
初恋这件小事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,222,8.5,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
                            2010 / 泰国 / 剧情 喜剧 爱情
                        "
新龙门客栈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,223,8.7,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装
                        "
人工智能,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,224,8.7,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 英国 / 剧情 科幻
                        "
雨人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,225,8.7,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情
                        "
崖上的波妞,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,226,8.6,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...
                            2008 / 日本 / 动画 奇幻 冒险
                        "
千钧一发,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792423963.jpg,227,8.8,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
                            1997 / 美国 / 剧情 科幻 惊悚
                        "
虎口脱险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,228,8.9,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争
                        "
罗生门,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,229,8.8,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...
                            1950 / 日本 / 剧情 犯罪 悬疑
                        "
真爱至上,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,230,8.5,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 连姆...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        "
哈利·波特与凤凰社,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456924.jpg,231,8.6,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2007 / 英国 美国 / 奇幻 冒险
                        "
彗星来的那一夜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,232,8.6,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
                            2013 / 美国 英国 / 科幻 悬疑 惊悚
                        "
恋恋笔记本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,233,8.5,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情
                        "
海边的曼彻斯特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,234,8.6,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭
                        "
火星救援,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264592493.jpg,235,8.5,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...
                            2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险
                        "
黑客帝国2：重装上阵,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,236,8.7,"
                            导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻
                        "
奇迹男孩,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,237,8.6,"
                            导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...
                            2017 / 美国 中国香港 / 剧情 儿童 家庭
                        "
步履不停,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,238,8.8,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
                            2008 / 日本 / 剧情 家庭
                        "
千年女优,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,239,8.8,"
                            导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...
                            2001 / 日本 / 动画 剧情 爱情
                        "
战争之王,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,240,8.7,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 美国 德国 / 剧情 犯罪
                        "
萤火虫之墓,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,241,8.7,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988 / 日本 / 动画 剧情 战争
                        "
谍影重重2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,242,8.7,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2004 / 美国 德国 / 动作 悬疑 惊悚
                        "
攻壳机动队,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2921045013.jpg,243,9.0,"
                            导演: 押井守 Mamoru Oshii   主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio...
                            1995 / 日本 / 动作 科幻 动画
                        "
蜘蛛侠：平行宇宙,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2535851348.jpg,244,8.6,"
                            导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey   主...
                            2018 / 美国 / 动作 科幻 动画 冒险
                        "
冰雪奇缘,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151245053.jpg,245,8.5,"
                            导演: 克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee   主演: 克里斯汀...
                            2013 / 美国 / 喜剧 动画 奇幻 歌舞
                        "
血钻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,246,8.7,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
                            2006 / 美国 德国 英国 / 剧情 惊悚 冒险
                        "
魂断蓝桥,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,247,8.8,"
                            导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...
                            1940 / 美国 / 剧情 爱情 战争
                        "
隐藏人物,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2374067318.jpg,248,8.9,"
                            导演: 特奥多尔·梅尔菲 Theodore Melfi   主演: 塔拉吉·P·汉森 Taraji P. ...
                            2016 / 美国 / 剧情 传记 历史
                        "
房间,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,249,8.7,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
                            2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭
                        "
小姐,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2355555424.jpg,250,8.5,"
                            导演: 朴赞郁 Chan-wook Park   主演: 金敏喜 Min-hee Kim / 金泰梨 Tae-ri K...
                            2016 / 韩国 / 剧情 悬疑 情色 同性
                        "
